152458741343000,sample,-0.47884035,0.6895301,9.232041
152458760677000,sample,-0.7278373,0.8810662,10.28549
152458780058000,sample,-0.21068975,0.6512229,10.189722
152458799370000,sample,-0.5363012,0.8810662,10.5919485
152458821169000,sample,-0.5746084,0.93852705,10.534488
152458840534000,sample,-0.4213795,0.78529817,9.902418
152458859831000,sample,-0.4405331,0.7661445,10.342952
152458881566000,sample,-0.61291564,0.82360536,10.132261
152458900916000,sample,-0.19153613,0.842759,9.768343
152458920359000,sample,-0.4213795,0.842759,10.189722
152458939721000,sample,-0.22984336,1.0534488,10.208876
152458959089000,sample,-0.019153614,0.7661445,9.768343
152458978589000,sample,-0.38307226,0.91937345,10.611102
152458997942000,sample,-0.45968673,1.1109096,10.228029
152459017327000,sample,-0.11492168,0.7469909,9.883265
152459036697000,sample,-0.59376204,1.0342951,10.43872
152459056332000,sample,-0.51714754,1.2258313,10.208876
152459075706000,sample,-0.30645782,1.0342951,9.730036
152459095077000,sample,-0.49799395,1.0726024,10.821792
152459114460000,sample,-0.30645782,1.1492168,9.730036
152459133812000,sample,-0.47884035,1.1875241,10.189722
152459153186000,sample,-0.5746084,1.4556746,10.132261
152459172557000,sample,-0.21068975,1.5897499,9.595961
152459191863000,sample,-0.51714754,1.8387469,9.959879
152459211293000,sample,-0.34476504,1.9153614,9.940725
152459230665000,sample,-0.47884035,1.9153614,9.864111
152459250203000,sample,-0.45968673,2.0685902,9.844957
152459269394000,sample,-0.24899697,2.087744,9.787497
152459288772000,sample,-0.4213795,2.030283,9.844957
152459308130000,sample,-0.5746084,2.0494366,9.825804
152459327515000,sample,-0.22984336,2.1260512,9.825804
152459346889000,sample,-0.49799395,2.1068976,9.749189
152459368613000,sample,-0.51714754,2.1068976,9.959879
152459392829000,sample,-0.38307226,2.2409728,9.844957
152459417128000,sample,-0.21068975,2.3750482,9.940725
152459438470000,sample,-0.4213795,2.2218192,9.844957
152459457832000,sample,-0.47884035,2.3175871,9.825804
152459477262000,sample,-0.2681506,2.2984335,9.959879
152459496632000,sample,-0.45968673,2.3175871,9.787497
152459517162000,sample,-0.4213795,2.4708161,9.883265
152459535506000,sample,-0.17238252,2.3750482,9.825804
152459554871000,sample,-0.5746084,2.2601264,9.940725
152459574233000,sample,-0.38307226,2.3558946,9.998186
152459594022000,sample,-0.36391866,2.4516625,9.844957
152459613232000,sample,-0.51714754,2.3175871,9.902418
152459632600000,sample,-0.49799395,2.2409728,9.902418
152459651963000,sample,-0.32561144,2.3175871,9.787497
152459671337000,sample,-0.61291564,2.3942018,9.730036
152459690708000,sample,-0.4213795,2.27928,9.615114
152459710083000,sample,-0.36391866,2.3175871,9.691729
152459729447000,sample,-0.5363012,2.27928,9.921572
152459748827000,sample,-0.34476504,2.336741,9.940725
152459768200000,sample,-0.38307226,2.3750482,10.01734
152459787577000,sample,-0.51714754,2.5091233,9.959879
152459806940000,sample,-0.17238252,2.3558946,9.749189
152459826316000,sample,-0.38307226,2.336741,10.01734
152459845621000,sample,-0.51714754,2.4133554,10.01734
152459865059000,sample,-0.05746084,2.336741,9.442732
152459891614000,sample,-0.36391866,2.27928,9.825804
152459908638000,sample,-0.6703765,2.5091233,10.036493
152459933926000,sample,-0.4213795,2.27928,9.519346
152459951776000,sample,-0.32561144,2.2409728,9.768343
152459971220000,sample,-0.842759,2.4133554,9.9790325
152459990579000,sample,-0.36391866,2.3558946,9.768343
152460009950000,sample,-0.24899697,2.2409728,9.730036
152460029450000,sample,-0.6703765,2.432509,10.093954
152460048824000,sample,-0.2681506,2.3750482,9.825804
152460068192000,sample,-0.34476504,2.4133554,9.787497
152460087825000,sample,-0.6512229,2.566584,10.228029
152460107193000,sample,-0.24899697,2.4708161,9.768343
152460126564000,sample,-0.34476504,2.2601264,9.749189
152460145936000,sample,-0.5363012,2.432509,9.825804
152460165285000,sample,-0.019153614,2.27928,9.461885
152460184682000,sample,-0.6512229,2.183512,9.883265
152460204047000,sample,-0.4405331,2.336741,9.902418
152460223408000,sample,-0.19153613,2.3558946,9.710882
152460242938000,sample,-0.63206923,2.4133554,9.921572
152460262133000,sample,-0.38307226,2.3175871,10.055647
152460281499000,sample,-0.2873042,2.2409728,9.864111
152460300980000,sample,-0.51714754,2.4133554,10.093954
152460320234000,sample,-0.47884035,2.3942018,9.787497
152460339592000,sample,-0.2681506,2.2984335,9.921572
152460358970000,sample,-0.7086837,2.4708161,9.825804
152460380789000,sample,-0.4405331,2.3942018,9.902418
152460400171000,sample,-0.2873042,2.2218192,9.730036
152460419563000,sample,-0.6703765,2.4899697,9.825804
152460448328000,sample,-0.4405331,2.4133554,9.940725
152460467662000,sample,-0.32561144,2.4516625,10.01734
152460486903000,sample,-0.05746084,2.1643584,9.519346
152460506262000,sample,-0.7661445,2.336741,9.998186
152460525843000,sample,-0.7278373,2.4708161,9.902418
152460545194000,sample,-0.21068975,2.7389667,9.998186
152460564566000,sample,-0.32561144,2.6431987,9.346964
152460584190000,sample,-0.59376204,2.930503,9.385271
152460603562000,sample,-0.8619126,3.3327289,9.500193
152460622935000,sample,-0.47884035,3.1411927,9.615114
152460642250000,sample,-0.32561144,3.6583402,9.940725
152460661729000,sample,-0.5363012,3.6774938,9.5385
152460681046000,sample,-0.59376204,3.6583402,9.3661175
152460700416000,sample,-0.4405331,3.715801,9.481039
152460719785000,sample,-0.40222588,3.7349546,9.634268
152460739148000,sample,-0.38307226,3.8115692,9.404425
152460758521000,sample,-0.51714754,3.8115692,9.442732
152460777925000,sample,-0.61291564,3.7924154,9.346964
152460797264000,sample,-0.5746084,3.8498764,9.423578
